A,H,Transmitted,Absorbed,Reflected
0.08,4.7,0.0,0.199,0.801
0.08,4.71,0.0,0.187,0.813
0.08,4.72,0.0,0.214,0.786
0.08,4.73,0.0,0.213,0.787
0.08,4.74,0.002,0.218,0.78
0.08,4.75,0.0,0.202,0.798
0.08,4.76,0.001,0.199,0.8
0.08,4.77,0.0,0.197,0.803
0.08,4.78,0.001,0.201,0.798
0.08,4.79,0.0,0.188,0.812
0.08,4.8,0.0,0.202,0.798
0.08,4.81,0.001,0.205,0.794
0.08,4.82,0.001,0.193,0.806
0.08,4.83,0.0,0.198,0.802
0.08,4.84,0.0,0.2,0.8
0.08,4.85,0.0,0.185,0.815
0.08,4.86,0.002,0.183,0.815
0.08,4.87,0.002,0.188,0.81
0.08,4.88,0.0,0.203,0.797
0.08,4.89,0.001,0.194,0.805
0.08,4.9,0.0,0.184,0.816
0.08,4.91,0.0,0.194,0.806
0.08,4.92,0.001,0.199,0.8
0.08,4.93,0.0,0.169,0.831
0.08,4.94,0.0,0.183,0.817
0.08,4.95,0.0,0.186,0.814
0.08,4.96,0.0,0.183,0.817
0.08,4.97,0.001,0.203,0.796
0.08,4.98,0.0,0.167,0.833
0.08,4.99,0.0,0.197,0.803
0.08,5.0,0.001,0.186,0.813
0.08,5.01,0.003,0.208,0.789
0.08,5.02,0.001,0.195,0.804
0.08,5.03,0.001,0.178,0.821
0.08,5.04,0.0,0.204,0.796
0.08,5.05,0.0,0.191,0.809
0.08,5.06,0.0,0.162,0.838
0.08,5.07,0.0,0.193,0.807
0.08,5.08,0.0,0.211,0.789
0.08,5.09,0.001,0.178,0.821
0.08,5.1,0.0,0.204,0.796
0.08,5.11,0.001,0.199,0.8
0.08,5.12,0.0,0.174,0.826
0.08,5.13,0.0,0.168,0.832
0.08,5.14,0.0,0.2,0.8
0.08,5.15,0.0,0.164,0.836
0.08,5.16,0.0,0.194,0.806
0.08,5.17,0.0,0.199,0.801
0.08,5.18,0.0,0.2,0.8
0.08,5.19,0.0,0.179,0.821
0.08,5.2,0.0,0.17,0.83
0.08,5.21,0.0,0.187,0.813
0.08,5.22,0.0,0.167,0.833
0.08,5.23,0.0,0.177,0.823
0.08,5.24,0.0,0.196,0.804
0.08,5.25,0.0,0.195,0.805
0.08,5.26,0.0,0.198,0.802
0.08,5.27,0.0,0.186,0.814
0.08,5.28,0.0,0.195,0.805
0.08,5.29,0.0,0.2,0.8
0.08,5.3,0.0,0.172,0.828
0.08,5.31,0.0,0.208,0.792
0.08,5.32,0.0,0.201,0.799
0.08,5.33,0.0,0.177,0.823
0.08,5.34,0.0,0.191,0.809
0.08,5.35,0.0,0.174,0.826
0.08,5.36,0.0,0.166,0.834
0.08,5.37,0.0,0.172,0.828
0.08,5.38,0.0,0.178,0.822
0.08,5.39,0.001,0.18,0.819
0.08,5.4,0.0,0.203,0.797
0.08,5.41,0.0,0.191,0.809
0.08,5.42,0.0,0.192,0.808
0.08,5.43,0.001,0.177,0.822
0.08,5.44,0.0,0.188,0.812
0.08,5.45,0.0,0.18,0.82
0.08,5.46,0.001,0.209,0.79
0.08,5.47,0.0,0.205,0.795
0.08,5.48,0.001,0.183,0.816
0.08,5.49,0.0,0.211,0.789
0.08,5.5,0.001,0.21,0.789
0.08,5.51,0.0,0.199,0.801
0.08,5.52,0.001,0.197,0.802
0.08,5.53,0.0,0.162,0.838
0.08,5.54,0.0,0.202,0.798
0.08,5.55,0.0,0.206,0.794
0.08,5.56,0.0,0.19,0.81
0.08,5.57,0.0,0.198,0.802
0.08,5.58,0.0,0.186,0.814
0.08,5.59,0.0,0.192,0.808
0.08,5.6,0.0,0.174,0.826
0.08,5.61,0.0,0.184,0.816
0.08,5.62,0.0,0.206,0.794
0.08,5.63,0.001,0.186,0.813
0.08,5.64,0.0,0.188,0.812
0.08,5.65,0.001,0.182,0.817
0.08,5.66,0.001,0.188,0.811
0.08,5.67,0.0,0.178,0.822
0.08,5.68,0.001,0.187,0.812
0.08,5.69,0.0,0.193,0.807
0.08,5.7,0.0,0.179,0.821
0.08,5.71,0.0,0.205,0.795
0.08,5.72,0.0,0.191,0.809
0.08,5.73,0.001,0.193,0.806
0.08,5.74,0.001,0.193,0.806
0.08,5.75,0.001,0.192,0.807
0.08,5.76,0.0,0.195,0.805
0.08,5.77,0.001,0.186,0.813
0.08,5.78,0.001,0.191,0.808
0.08,5.79,0.0,0.194,0.806
0.08,5.8,0.0,0.194,0.806
0.08,5.81,0.0,0.201,0.799
0.08,5.82,0.0,0.184,0.816
0.08,5.83,0.0,0.193,0.807
0.08,5.84,0.0,0.195,0.805
0.08,5.85,0.0,0.203,0.797
0.08,5.86,0.0,0.21,0.79
0.08,5.87,0.0,0.186,0.814
0.08,5.88,0.0,0.188,0.812
0.08,5.89,0.0,0.188,0.812
0.08,5.9,0.0,0.196,0.804
0.08,5.91,0.0,0.201,0.799
0.08,5.92,0.0,0.189,0.811
0.08,5.93,0.0,0.204,0.796
0.08,5.94,0.0,0.197,0.803
0.08,5.95,0.001,0.201,0.798
0.08,5.96,0.0,0.177,0.823
0.08,5.97,0.0,0.174,0.826
0.08,5.98,0.0,0.167,0.833
0.08,5.99,0.001,0.179,0.82
0.08,6.0,0.0,0.199,0.801
0.08,6.01,0.0,0.204,0.796
0.08,6.02,0.0,0.189,0.811
0.08,6.03,0.001,0.185,0.814
0.08,6.04,0.0,0.202,0.798
0.08,6.05,0.0,0.192,0.808
0.08,6.06,0.0,0.179,0.821
0.08,6.07,0.0,0.18,0.82
0.08,6.08,0.0,0.181,0.819
0.08,6.09,0.0,0.191,0.809
0.08,6.1,0.0,0.188,0.812
0.08,6.11,0.0,0.18,0.82
0.08,6.12,0.0,0.2,0.8
0.08,6.13,0.0,0.173,0.827
0.08,6.14,0.0,0.187,0.813
0.08,6.15,0.0,0.185,0.815
0.08,6.16,0.0,0.173,0.827
0.08,6.17,0.0,0.181,0.819
0.08,6.18,0.0,0.165,0.835
0.08,6.19,0.0,0.202,0.798
0.08,6.2,0.0,0.199,0.801
0.08,6.21,0.0,0.191,0.809
0.08,6.22,0.0,0.192,0.808
0.08,6.23,0.0,0.188,0.812
0.08,6.24,0.0,0.196,0.804
0.08,6.25,0.0,0.176,0.824
0.08,6.26,0.0,0.185,0.815
0.08,6.27,0.0,0.193,0.807
0.08,6.28,0.0,0.181,0.819
0.08,6.29,0.001,0.182,0.817
0.08,6.3,0.0,0.174,0.826
0.08,6.31,0.0,0.188,0.812
0.08,6.32,0.0,0.193,0.807
0.08,6.33,0.0,0.209,0.791
0.08,6.34,0.0,0.186,0.814
0.08,6.35,0.0,0.199,0.801
0.08,6.36,0.0,0.208,0.792
0.08,6.37,0.0,0.182,0.818
0.08,6.38,0.0,0.19,0.81
0.08,6.39,0.0,0.178,0.822
0.08,6.4,0.0,0.173,0.827
0.08,6.41,0.0,0.18,0.82
0.08,6.42,0.0,0.181,0.819
0.08,6.43,0.0,0.189,0.811
0.08,6.44,0.0,0.199,0.801
0.08,6.45,0.0,0.179,0.821
0.08,6.46,0.0,0.168,0.832
0.08,6.47,0.0,0.195,0.805
0.08,6.48,0.0,0.184,0.816
0.08,6.49,0.0,0.184,0.816
0.08,6.5,0.0,0.171,0.829
0.08,6.51,0.0,0.209,0.791
0.08,6.52,0.0,0.196,0.804
0.08,6.53,0.0,0.18,0.82
0.08,6.54,0.0,0.204,0.796
0.08,6.55,0.0,0.196,0.804
0.08,6.56,0.0,0.2,0.8
0.08,6.57,0.0,0.192,0.808
0.08,6.58,0.0,0.188,0.812
0.08,6.59,0.0,0.187,0.813
0.08,6.6,0.0,0.199,0.801
0.08,6.61,0.0,0.169,0.831
0.08,6.62,0.0,0.203,0.797
0.08,6.63,0.0,0.205,0.795
0.08,6.64,0.0,0.189,0.811
0.08,6.65,0.0,0.196,0.804
0.08,6.66,0.0,0.194,0.806
0.08,6.67,0.0,0.188,0.812
0.08,6.68,0.0,0.185,0.815
0.08,6.69,0.0,0.18,0.82
0.08,6.7,0.0,0.209,0.791
0.08,6.71,0.0,0.189,0.811
0.08,6.72,0.0,0.175,0.825
0.08,6.73,0.0,0.176,0.824
0.08,6.74,0.0,0.185,0.815
0.08,6.75,0.0,0.191,0.809
0.08,6.76,0.0,0.183,0.817
0.08,6.77,0.0,0.204,0.796
0.08,6.78,0.0,0.202,0.798
0.08,6.79,0.0,0.183,0.817
0.08,6.8,0.0,0.21,0.79
0.08,6.81,0.0,0.19,0.81
0.08,6.82,0.0,0.189,0.811
0.08,6.83,0.0,0.187,0.813
0.08,6.84,0.0,0.21,0.79
0.08,6.85,0.0,0.204,0.796
0.08,6.86,0.0,0.179,0.821
0.08,6.87,0.0,0.175,0.825
0.08,6.88,0.0,0.197,0.803
0.08,6.89,0.0,0.173,0.827
0.08,6.9,0.0,0.181,0.819
0.08,6.91,0.0,0.181,0.819
0.08,6.92,0.0,0.195,0.805
0.08,6.93,0.0,0.189,0.811
0.08,6.94,0.0,0.21,0.79
0.08,6.95,0.0,0.188,0.812
0.08,6.96,0.0,0.183,0.817
0.08,6.97,0.0,0.174,0.826
0.08,6.98,0.0,0.19,0.81
0.08,6.99,0.0,0.178,0.822
0.08,7.0,0.0,0.175,0.825
0.08,7.01,0.0,0.186,0.814
0.08,7.02,0.0,0.195,0.805
0.08,7.03,0.0,0.19,0.81
0.08,7.04,0.0,0.196,0.804
0.08,7.05,0.0,0.194,0.806
0.08,7.06,0.0,0.204,0.796
0.08,7.07,0.0,0.199,0.801
0.08,7.08,0.0,0.202,0.798
0.08,7.09,0.0,0.213,0.787
0.08,7.1,0.0,0.228,0.772
0.08,7.11,0.0,0.19,0.81
0.08,7.12,0.0,0.165,0.835
0.08,7.13,0.0,0.186,0.814
0.08,7.14,0.0,0.197,0.803
0.08,7.15,0.0,0.176,0.824
0.08,7.16,0.0,0.189,0.811
0.08,7.17,0.0,0.211,0.789
0.08,7.18,0.0,0.19,0.81
0.08,7.19,0.0,0.182,0.818
0.08,7.2,0.0,0.192,0.808
0.08,7.21,0.0,0.195,0.805
0.08,7.22,0.0,0.196,0.804
0.08,7.23,0.0,0.165,0.835
0.08,7.24,0.0,0.185,0.815
0.08,7.25,0.0,0.169,0.831
0.08,7.26,0.0,0.193,0.807
0.08,7.27,0.0,0.198,0.802
0.08,7.28,0.0,0.192,0.808
0.08,7.29,0.0,0.178,0.822
0.08,7.3,0.0,0.19,0.81
0.08,7.31,0.0,0.179,0.821
0.08,7.32,0.0,0.198,0.802
0.08,7.33,0.0,0.181,0.819
0.08,7.34,0.001,0.188,0.811
0.08,7.35,0.0,0.192,0.808
0.08,7.36,0.0,0.195,0.805
0.08,7.37,0.0,0.207,0.793
0.08,7.38,0.0,0.204,0.796
0.08,7.39,0.0,0.177,0.823
0.08,7.4,0.0,0.222,0.778
0.08,7.41,0.0,0.198,0.802
0.08,7.42,0.0,0.182,0.818
0.08,7.43,0.0,0.189,0.811
0.08,7.44,0.0,0.201,0.799
0.08,7.45,0.0,0.181,0.819
0.08,7.46,0.0,0.175,0.825
0.08,7.47,0.0,0.174,0.826
0.08,7.48,0.0,0.182,0.818
0.08,7.49,0.0,0.187,0.813
0.08,7.5,0.0,0.189,0.811
0.08,7.51,0.0,0.197,0.803
0.08,7.52,0.0,0.196,0.804
0.08,7.53,0.0,0.177,0.823
0.08,7.54,0.0,0.173,0.827
0.08,7.55,0.0,0.195,0.805
0.08,7.56,0.0,0.187,0.813
0.08,7.57,0.0,0.182,0.818
0.08,7.58,0.0,0.173,0.827
0.08,7.59,0.0,0.208,0.792
0.08,7.6,0.0,0.199,0.801
0.08,7.61,0.0,0.189,0.811
0.08,7.62,0.0,0.191,0.809
0.08,7.63,0.0,0.194,0.806
0.08,7.64,0.0,0.181,0.819
0.08,7.65,0.0,0.179,0.821
0.08,7.66,0.0,0.225,0.775
0.08,7.67,0.0,0.16,0.84
0.08,7.68,0.0,0.203,0.797
0.08,7.69,0.0,0.192,0.808
0.08,7.7,0.0,0.19,0.81
0.08,7.71,0.0,0.199,0.801
0.08,7.72,0.0,0.194,0.806
0.08,7.73,0.0,0.185,0.815
0.08,7.74,0.0,0.2,0.8
0.08,7.75,0.0,0.191,0.809
0.08,7.76,0.0,0.183,0.817
0.08,7.77,0.0,0.207,0.793
0.08,7.78,0.0,0.191,0.809
0.08,7.79,0.0,0.189,0.811
0.08,7.8,0.0,0.189,0.811
0.08,7.81,0.0,0.18,0.82
0.08,7.82,0.0,0.171,0.829
0.08,7.83,0.0,0.17,0.83
0.08,7.84,0.0,0.185,0.815
0.08,7.85,0.0,0.199,0.801
0.08,7.86,0.0,0.195,0.805
0.08,7.87,0.0,0.188,0.812
0.08,7.88,0.0,0.203,0.797
0.08,7.89,0.0,0.207,0.793
0.08,7.9,0.0,0.205,0.795
0.08,7.91,0.0,0.191,0.809
0.08,7.92,0.0,0.185,0.815
0.08,7.93,0.0,0.205,0.795
0.08,7.94,0.0,0.197,0.803
0.08,7.95,0.0,0.21,0.79
0.08,7.96,0.0,0.184,0.816
0.08,7.97,0.0,0.2,0.8
0.08,7.98,0.0,0.189,0.811
0.08,7.99,0.0,0.197,0.803
0.08,8.0,0.0,0.195,0.805
0.08,8.01,0.0,0.188,0.812
0.08,8.02,0.0,0.204,0.796
0.08,8.03,0.0,0.163,0.837
0.08,8.04,0.0,0.164,0.836
0.08,8.05,0.0,0.19,0.81
0.08,8.06,0.0,0.208,0.792
0.08,8.07,0.0,0.192,0.808
0.08,8.08,0.0,0.18,0.82
0.08,8.09,0.0,0.193,0.807
0.08,8.1,0.0,0.173,0.827
0.08,8.11,0.0,0.179,0.821
0.08,8.12,0.0,0.167,0.833
0.08,8.13,0.0,0.19,0.81
0.08,8.14,0.0,0.187,0.813
0.08,8.15,0.0,0.2,0.8
0.08,8.16,0.0,0.187,0.813
0.08,8.17,0.0,0.19,0.81
0.08,8.18,0.0,0.19,0.81
0.08,8.19,0.0,0.191,0.809
0.08,8.2,0.0,0.186,0.814
0.08,8.21,0.0,0.173,0.827
0.08,8.22,0.0,0.182,0.818
0.08,8.23,0.0,0.205,0.795
0.08,8.24,0.0,0.198,0.802
0.08,8.25,0.0,0.195,0.805
0.08,8.26,0.0,0.194,0.806
0.08,8.27,0.0,0.208,0.792
0.08,8.28,0.0,0.186,0.814
0.08,8.29,0.0,0.17,0.83
0.08,8.3,0.0,0.178,0.822
0.08,8.31,0.0,0.188,0.812
0.08,8.32,0.0,0.191,0.809
0.08,8.33,0.0,0.173,0.827
0.08,8.34,0.0,0.197,0.803
0.08,8.35,0.0,0.193,0.807
0.08,8.36,0.0,0.19,0.81
0.08,8.37,0.0,0.181,0.819
0.08,8.38,0.0,0.191,0.809
0.08,8.39,0.0,0.198,0.802
0.08,8.4,0.0,0.175,0.825
0.08,8.41,0.0,0.178,0.822
0.08,8.42,0.0,0.211,0.789
0.08,8.43,0.0,0.185,0.815
0.08,8.44,0.0,0.171,0.829
0.08,8.45,0.0,0.212,0.788
0.08,8.46,0.0,0.213,0.787
0.08,8.47,0.0,0.186,0.814
0.08,8.48,0.0,0.196,0.804
0.08,8.49,0.0,0.196,0.804
0.08,8.5,0.0,0.212,0.788
0.08,8.51,0.0,0.215,0.785
0.08,8.52,0.0,0.209,0.791
0.08,8.53,0.0,0.186,0.814
0.08,8.54,0.0,0.163,0.837
0.08,8.55,0.0,0.208,0.792
0.08,8.56,0.0,0.17,0.83
0.08,8.57,0.0,0.196,0.804
0.08,8.58,0.0,0.174,0.826
0.08,8.59,0.0,0.186,0.814
0.08,8.6,0.0,0.208,0.792
0.08,8.61,0.0,0.188,0.812
0.08,8.62,0.0,0.194,0.806
0.08,8.63,0.0,0.189,0.811
0.08,8.64,0.0,0.195,0.805
0.08,8.65,0.0,0.185,0.815
0.08,8.66,0.0,0.198,0.802
0.08,8.67,0.0,0.182,0.818
0.08,8.68,0.0,0.184,0.816
0.08,8.69,0.0,0.196,0.804
0.08,8.7,0.0,0.177,0.823
0.08,8.71,0.0,0.202,0.798
0.08,8.72,0.0,0.179,0.821
0.08,8.73,0.0,0.187,0.813
0.08,8.74,0.0,0.22,0.78
0.08,8.75,0.0,0.178,0.822
0.08,8.76,0.0,0.188,0.812
0.08,8.77,0.0,0.177,0.823
0.08,8.78,0.0,0.18,0.82
0.08,8.79,0.0,0.187,0.813
0.08,8.8,0.0,0.197,0.803
0.08,8.81,0.0,0.184,0.816
0.08,8.82,0.0,0.181,0.819
0.08,8.83,0.0,0.196,0.804
0.08,8.84,0.0,0.208,0.792
0.08,8.85,0.0,0.187,0.813
0.08,8.86,0.0,0.178,0.822
0.08,8.87,0.0,0.194,0.806
0.08,8.88,0.0,0.223,0.777
0.08,8.89,0.0,0.167,0.833
0.08,8.9,0.0,0.193,0.807
0.08,8.91,0.0,0.187,0.813
0.08,8.92,0.0,0.157,0.843
0.08,8.93,0.0,0.202,0.798
0.08,8.94,0.0,0.192,0.808
0.08,8.95,0.0,0.178,0.822
0.08,8.96,0.0,0.224,0.776
0.08,8.97,0.0,0.205,0.795
0.08,8.98,0.0,0.197,0.803
0.08,8.99,0.0,0.183,0.817
0.08,9.0,0.0,0.187,0.813
0.08,9.01,0.0,0.203,0.797
0.08,9.02,0.0,0.17,0.83
0.08,9.03,0.0,0.194,0.806
0.08,9.04,0.0,0.169,0.831
0.08,9.05,0.0,0.215,0.785
0.08,9.06,0.0,0.18,0.82
0.08,9.07,0.0,0.184,0.816
0.08,9.08,0.0,0.18,0.82
0.08,9.09,0.0,0.18,0.82
0.08,9.1,0.0,0.176,0.824
0.08,9.11,0.0,0.209,0.791
0.08,9.12,0.0,0.177,0.823
0.08,9.13,0.0,0.178,0.822
0.08,9.14,0.0,0.195,0.805
0.08,9.15,0.0,0.165,0.835
0.08,9.16,0.0,0.196,0.804
0.08,9.17,0.0,0.199,0.801
0.08,9.18,0.0,0.194,0.806
0.08,9.19,0.0,0.194,0.806
0.08,9.2,0.0,0.186,0.814
0.08,9.21,0.0,0.196,0.804
0.08,9.22,0.0,0.183,0.817
0.08,9.23,0.0,0.18,0.82
0.08,9.24,0.0,0.178,0.822
0.08,9.25,0.0,0.209,0.791
0.08,9.26,0.0,0.189,0.811
0.08,9.27,0.0,0.197,0.803
0.08,9.28,0.0,0.179,0.821
0.08,9.29,0.0,0.184,0.816
0.08,9.3,0.0,0.213,0.787
0.08,9.31,0.0,0.189,0.811
0.08,9.32,0.0,0.172,0.828
0.08,9.33,0.0,0.181,0.819
0.08,9.34,0.0,0.205,0.795
0.08,9.35,0.0,0.186,0.814
0.08,9.36,0.0,0.216,0.784
0.08,9.37,0.0,0.186,0.814
0.08,9.38,0.0,0.186,0.814
0.08,9.39,0.0,0.205,0.795
0.08,9.4,0.0,0.171,0.829
0.08,9.41,0.0,0.212,0.788
0.08,9.42,0.0,0.184,0.816
0.08,9.43,0.0,0.219,0.781
0.08,9.44,0.0,0.193,0.807
0.08,9.45,0.0,0.201,0.799
0.08,9.46,0.0,0.205,0.795
0.08,9.47,0.0,0.192,0.808
0.08,9.48,0.0,0.176,0.824
0.08,9.49,0.0,0.198,0.802
0.08,9.5,0.0,0.2,0.8
0.08,9.51,0.0,0.206,0.794
0.08,9.52,0.0,0.185,0.815
0.08,9.53,0.0,0.193,0.807
0.08,9.54,0.0,0.199,0.801
0.08,9.55,0.0,0.199,0.801
0.08,9.56,0.0,0.186,0.814
0.08,9.57,0.0,0.168,0.832
0.08,9.58,0.0,0.179,0.821
0.08,9.59,0.0,0.192,0.808
0.08,9.6,0.0,0.174,0.826
0.08,9.61,0.0,0.201,0.799
0.08,9.62,0.0,0.177,0.823
0.08,9.63,0.0,0.179,0.821
0.08,9.64,0.0,0.172,0.828
0.08,9.65,0.0,0.192,0.808
0.08,9.66,0.0,0.207,0.793
0.08,9.67,0.0,0.192,0.808
0.08,9.68,0.0,0.175,0.825
0.08,9.69,0.0,0.19,0.81
0.08,9.7,0.0,0.203,0.797
0.08,9.71,0.0,0.172,0.828
0.08,9.72,0.0,0.186,0.814
0.08,9.73,0.0,0.19,0.81
0.08,9.74,0.0,0.176,0.824
0.08,9.75,0.0,0.197,0.803
0.08,9.76,0.0,0.197,0.803
0.08,9.77,0.0,0.197,0.803
0.08,9.78,0.0,0.19,0.81
0.08,9.79,0.0,0.203,0.797
0.08,9.8,0.0,0.18,0.82
0.08,9.81,0.001,0.196,0.803
0.08,9.82,0.0,0.207,0.793
0.08,9.83,0.0,0.183,0.817
0.08,9.84,0.0,0.172,0.828
0.08,9.85,0.0,0.203,0.797
0.08,9.86,0.0,0.212,0.788
0.08,9.87,0.0,0.217,0.783
0.08,9.88,0.0,0.188,0.812
0.08,9.89,0.0,0.193,0.807
0.08,9.9,0.0,0.187,0.813
0.08,9.91,0.0,0.191,0.809
0.08,9.92,0.0,0.174,0.826
0.08,9.93,0.0,0.201,0.799
0.08,9.94,0.0,0.194,0.806
0.08,9.95,0.0,0.175,0.825
0.08,9.96,0.0,0.184,0.816
0.08,9.97,0.0,0.21,0.79
0.08,9.98,0.0,0.181,0.819
0.08,9.99,0.0,0.172,0.828
0.08,10.0,0.0,0.211,0.789
0.09,0.01,0.959,0.0,0.041
0.09,0.02,0.906,0.001,0.093
0.09,0.03,0.871,0.002,0.127
0.09,0.04,0.851,0.003,0.146
0.09,0.05,0.804,0.005,0.191
0.09,0.06,0.758,0.012,0.23
0.09,0.07,0.753,0.012,0.235
0.09,0.08,0.68,0.014,0.306
0.09,0.09,0.688,0.01,0.302
0.09,0.1,0.649,0.015,0.336
0.09,0.11,0.644,0.008,0.348
0.09,0.12,0.606,0.021,0.373
0.09,0.13,0.565,0.011,0.424
0.09,0.14,0.563,0.015,0.422
0.09,0.15,0.557,0.017,0.426
0.09,0.16,0.537,0.015,0.448
0.09,0.17,0.49,0.023,0.487
0.09,0.18,0.486,0.041,0.473
0.09,0.19,0.493,0.023,0.484
0.09,0.2,0.475,0.029,0.496
0.09,0.21,0.445,0.022,0.533
0.09,0.22,0.452,0.036,0.512
0.09,0.23,0.433,0.027,0.54
0.09,0.24,0.431,0.032,0.537
0.09,0.25,0.422,0.036,0.542
0.09,0.26,0.389,0.042,0.569
0.09,0.27,0.387,0.03,0.583
0.09,0.28,0.386,0.046,0.568
0.09,0.29,0.363,0.048,0.589
0.09,0.3,0.342,0.045,0.613
0.09,0.31,0.338,0.037,0.625
0.09,0.32,0.335,0.043,0.622
0.09,0.33,0.322,0.037,0.641
0.09,0.34,0.319,0.06,0.621
0.09,0.35,0.293,0.043,0.664
0.09,0.36,0.305,0.042,0.653
0.09,0.37,0.317,0.047,0.636
0.09,0.38,0.308,0.059,0.633
0.09,0.39,0.295,0.056,0.649
0.09,0.4,0.297,0.059,0.644
0.09,0.41,0.285,0.052,0.663
0.09,0.42,0.27,0.052,0.678
0.09,0.43,0.259,0.047,0.694
0.09,0.44,0.302,0.051,0.647
0.09,0.45,0.246,0.064,0.69
0.09,0.46,0.254,0.063,0.683
0.09,0.47,0.246,0.077,0.677
0.09,0.48,0.272,0.067,0.661
0.09,0.49,0.224,0.071,0.705
0.09,0.5,0.241,0.061,0.698
0.09,0.51,0.226,0.066,0.708
0.09,0.52,0.225,0.059,0.716
0.09,0.53,0.231,0.088,0.681
0.09,0.54,0.228,0.084,0.688
0.09,0.55,0.216,0.083,0.701
0.09,0.56,0.2,0.088,0.712
0.09,0.57,0.189,0.086,0.725
0.09,0.58,0.186,0.089,0.725
0.09,0.59,0.181,0.065,0.754
0.09,0.6,0.198,0.094,0.708
0.09,0.61,0.175,0.087,0.738
0.09,0.62,0.18,0.072,0.748
0.09,0.63,0.184,0.088,0.728
0.09,0.64,0.181,0.083,0.736
0.09,0.65,0.17,0.083,0.747
0.09,0.66,0.164,0.098,0.738
0.09,0.67,0.159,0.083,0.758
0.09,0.68,0.166,0.093,0.741
0.09,0.69,0.156,0.1,0.744
0.09,0.7,0.194,0.088,0.718
0.09,0.71,0.162,0.099,0.739
0.09,0.72,0.163,0.104,0.733
0.09,0.73,0.143,0.094,0.763
0.09,0.74,0.137,0.094,0.769
0.09,0.75,0.158,0.083,0.759
0.09,0.76,0.131,0.098,0.771
0.09,0.77,0.154,0.093,0.753
0.09,0.78,0.154,0.107,0.739
0.09,0.79,0.138,0.114,0.748
0.09,0.8,0.158,0.111,0.731
0.09,0.81,0.131,0.11,0.759
0.09,0.82,0.132,0.092,0.776
0.09,0.83,0.146,0.107,0.747
0.09,0.84,0.132,0.114,0.754
0.09,0.85,0.124,0.09,0.786
0.09,0.86,0.124,0.114,0.762
0.09,0.87,0.118,0.125,0.757
0.09,0.88,0.118,0.121,0.761
0.09,0.89,0.111,0.107,0.782
0.09,0.9,0.127,0.131,0.742
0.09,0.91,0.118,0.122,0.76
0.09,0.92,0.093,0.099,0.808
0.09,0.93,0.118,0.122,0.76
0.09,0.94,0.104,0.126,0.77
0.09,0.95,0.123,0.14,0.737
0.09,0.96,0.114,0.117,0.769
0.09,0.97,0.096,0.111,0.793
0.09,0.98,0.112,0.134,0.754
0.09,0.99,0.106,0.123,0.771
0.09,1.0,0.093,0.123,0.784
0.09,1.01,0.118,0.118,0.764
0.09,1.02,0.089,0.111,0.8
0.09,1.03,0.089,0.131,0.78
0.09,1.04,0.092,0.125,0.783
0.09,1.05,0.104,0.117,0.779
0.09,1.06,0.08,0.142,0.778
0.09,1.07,0.079,0.129,0.792
0.09,1.08,0.09,0.143,0.767
0.09,1.09,0.089,0.123,0.788
0.09,1.1,0.08,0.106,0.814
0.09,1.11,0.089,0.124,0.787
0.09,1.12,0.085,0.133,0.782
0.09,1.13,0.074,0.125,0.801
0.09,1.14,0.087,0.154,0.759
0.09,1.15,0.085,0.131,0.784
0.09,1.16,0.086,0.135,0.779
0.09,1.17,0.069,0.132,0.799
0.09,1.18,0.067,0.154,0.779
0.09,1.19,0.077,0.128,0.795
0.09,1.2,0.072,0.138,0.79
0.09,1.21,0.085,0.131,0.784
0.09,1.22,0.069,0.141,0.79
0.09,1.23,0.063,0.157,0.78
0.09,1.24,0.052,0.154,0.794
0.09,1.25,0.061,0.141,0.798
0.09,1.26,0.06,0.154,0.786
0.09,1.27,0.062,0.144,0.794
0.09,1.28,0.062,0.137,0.801
0.09,1.29,0.047,0.176,0.777
0.09,1.3,0.056,0.159,0.785
0.09,1.31,0.07,0.137,0.793
0.09,1.32,0.043,0.163,0.794
0.09,1.33,0.058,0.163,0.779
0.09,1.34,0.058,0.161,0.781
0.09,1.35,0.061,0.148,0.791
0.09,1.36,0.046,0.17,0.784
0.09,1.37,0.067,0.15,0.783
0.09,1.38,0.058,0.147,0.795
0.09,1.39,0.043,0.147,0.81
0.09,1.4,0.049,0.153,0.798
0.09,1.41,0.046,0.147,0.807
0.09,1.42,0.05,0.148,0.802
0.09,1.43,0.046,0.145,0.809
0.09,1.44,0.055,0.154,0.791
0.09,1.45,0.043,0.153,0.804
0.09,1.46,0.042,0.177,0.781
0.09,1.47,0.056,0.167,0.777
0.09,1.48,0.042,0.156,0.802
0.09,1.49,0.052,0.154,0.794
0.09,1.5,0.043,0.169,0.788
0.09,1.51,0.042,0.156,0.802
0.09,1.52,0.054,0.179,0.767
0.09,1.53,0.051,0.135,0.814
0.09,1.54,0.047,0.159,0.794
0.09,1.55,0.042,0.16,0.798
0.09,1.56,0.043,0.159,0.798
0.09,1.57,0.05,0.177,0.773
0.09,1.58,0.046,0.148,0.806
0.09,1.59,0.049,0.144,0.807
0.09,1.6,0.025,0.168,0.807
0.09,1.61,0.04,0.151,0.809
0.09,1.62,0.04,0.178,0.782
0.09,1.63,0.047,0.177,0.776
0.09,1.64,0.033,0.171,0.796
0.09,1.65,0.043,0.179,0.778
0.09,1.66,0.029,0.167,0.804
0.09,1.67,0.027,0.204,0.769
